Year,Sector,Degree,Period,Reef,Depth2,Transect,Type,Quantity
2009,South,24°N,After,43,Shallow,3,Warm Water Corals,1
2009,South,24°N,After,36,Shallow,8,Warm Water Corals,4
2009,North,29°N,Before,88,Shallow,3,Warm Water Corals,1
2009,South,26°N,Before,15,Shallow,8,Warm Water Corals,5
2023,North,29°N,After,10,Shallow,2,Warm Water Corals,6
2010,North,29°N,Before,26,Shallow,4,Warm Water Corals,3
2023,North,29°N,After,63,Shallow,2,Warm Water Corals,1
2009,South,24°N,After,44,Shallow,6,Warm Water Corals,1
2023,South,25°N,Before,68,Shallow,4,Warm Water Corals,8
2023,North,29°N,After,10,Shallow,3,Warm Water Corals,4
2023,South,25°N,After,68,Deep,2,Warm Water Corals,2
2023,South,25°N,After,68,Deep,2,Warm Water Corals,26
2009,South,25°N,After,81,Shallow,2,Warm Water Corals,4
2023,South,26°N,After,19,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,69,Deep,4,Warm Water Corals,9
2023,South,27°N,After,85,Shallow,3,Warm Water Corals,1
2010,South,26°N,Before,17,Shallow,1,Warm Water Corals,14
2009,North,29°N,Before,66,Shallow,3,Warm Water Corals,9
2009,North,29°N,Before,66,Shallow,3,Warm Water Corals,2
2010,South,26°N,Before,14,Shallow,2,Warm Water Corals,3
2010,South,24°N,After,37,Shallow,2,Warm Water Corals,11
2009,South,24°N,After,44,Shallow,6,Warm Water Corals,1
2010,South,26°N,Before,50,Shallow,3,Warm Water Corals,12
2009,South,26°N,Before,33,Shallow,1,Warm Water Corals,6
2023,South,27°N,After,86,Shallow,1,Warm Water Corals,4
2023,South,25°N,Before,55,Shallow,3,Warm Water Corals,7
2009,South,24°N,After,22,Deep,4,Warm Water Corals,1
2023,North,29°N,After,13,Shallow,1,Warm Water Corals,7
2010,North,29°N,Before,30,Shallow,3,Warm Water Corals,7
2023,South,26°N,After,34,Deep,3,Warm Water Corals,3
2009,North,29°N,Before,66,Shallow,3,Warm Water Corals,1
2023,North,29°N,After,10,Shallow,3,Warm Water Corals,9
2023,South,25°N,After,53,Deep,3,Warm Water Corals,3
2023,South,27°N,After,74,Deep,2,Warm Water Corals,50
2023,South,27°N,After,74,Deep,2,Warm Water Corals,38
2010,South,25°N,After,41,Shallow,2,Warm Water Corals,141
2009,South,27°N,Before,46,Shallow,8,Warm Water Corals,1
2009,South,28°N,After,9,Deep,3,Warm Water Corals,2
2009,South,24°N,After,44,Shallow,6,Warm Water Corals,1
2009,South,24°N,After,36,Shallow,8,Warm Water Corals,4
2023,North,29°N,After,3,Shallow,3,Warm Water Corals,6
2023,South,27°N,After,74,Deep,3,Warm Water Corals,3
2023,North,29°N,After,3,Shallow,3,Warm Water Corals,1
2023,South,27°N,After,74,Deep,3,Warm Water Corals,7
2009,North,29°N,Before,88,Shallow,3,Warm Water Corals,1
2010,South,24°N,After,36,Shallow,1,Warm Water Corals,2
2010,South,26°N,Before,27,Shallow,2,Warm Water Corals,1
2023,South,27°N,After,75,Shallow,3,Warm Water Corals,1
2010,South,25°N,Before,42,Deep,4,Warm Water Corals,8
2009,South,24°N,After,36,Shallow,7,Warm Water Corals,3
2023,North,29°N,After,10,Shallow,3,Warm Water Corals,1
2009,South,26°N,Before,49,Shallow,7,Warm Water Corals,2
2010,North,29°N,Before,30,Shallow,2,Warm Water Corals,8
2009,South,26°N,Before,21,Shallow,3,Warm Water Corals,7
2023,South,25°N,Before,61,Shallow,1,Warm Water Corals,16
2023,North,29°N,After,3,Shallow,4,Warm Water Corals,18
2009,North,29°N,Before,66,Shallow,3,Warm Water Corals,6
2009,South,24°N,After,43,Shallow,2,Warm Water Corals,6
2023,South,26°N,After,20,Shallow,4,Warm Water Corals,16
2009,South,26°N,Before,21,Shallow,7,Warm Water Corals,1
2023,South,25°N,After,53,Deep,3,Warm Water Corals,2
2009,North,29°N,Before,88,Shallow,3,Warm Water Corals,1
2023,South,25°N,Before,55,Shallow,3,Warm Water Corals,7
2010,North,29°N,Before,25,Deep,4,Warm Water Corals,1
2009,North,30°N,Before,8,Deep,2,Warm Water Corals,1
2009,South,24°N,After,22,Deep,7,Warm Water Corals,1
2023,South,26°N,After,21,Deep,4,Warm Water Corals,3
2009,South,26°N,Before,28,Shallow,8,Warm Water Corals,2
2023,North,29°N,After,4,Shallow,2,Warm Water Corals,1
2009,North,29°N,Before,13,Shallow,5,Warm Water Corals,2
2023,North,29°N,After,10,Shallow,2,Warm Water Corals,7
2023,South,27°N,After,75,Shallow,3,Warm Water Corals,3
2023,South,26°N,After,15,Shallow,1,Warm Water Corals,179
2023,South,25°N,Before,40,Shallow,2,Warm Water Corals,8
2023,South,26°N,After,83,Shallow,2,Warm Water Corals,3
2023,South,26°N,After,83,Shallow,2,Warm Water Corals,1
2009,South,28°N,After,9,Deep,4,Warm Water Corals,1
2023,South,27°N,After,85,Shallow,4,Warm Water Corals,15
2023,South,27°N,After,85,Shallow,4,Warm Water Corals,8
2009,North,29°N,Before,6,Shallow,4,Warm Water Corals,2
2010,South,26°N,Before,34,Shallow,4,Warm Water Corals,56
2023,North,29°N,After,3,Shallow,4,Warm Water Corals,20
2009,South,26°N,Before,33,Shallow,1,Warm Water Corals,5
2023,South,26°N,After,27,Deep,3,Warm Water Corals,2
2023,North,29°N,After,13,Shallow,1,Warm Water Corals,1
2010,South,26°N,Before,33,Shallow,5,Warm Water Corals,2
2023,South,24°N,Before,43,Deep,4,Warm Water Corals,2
2023,South,26°N,After,21,Deep,4,Warm Water Corals,11
2009,North,29°N,Before,25,Deep,3,Warm Water Corals,5
2009,North,30°N,Before,8,Shallow,3,Warm Water Corals,2
2023,North,29°N,After,26,Shallow,2,Warm Water Corals,21
2023,North,29°N,After,26,Shallow,2,Warm Water Corals,9
2023,South,25°N,Before,55,Shallow,1,Warm Water Corals,17
2023,South,26°N,After,31,Shallow,3,Warm Water Corals,8
2010,North,29°N,Before,67,Deep,2,Warm Water Corals,1
2023,South,26°N,After,20,Shallow,3,Warm Water Corals,1
2023,North,29°N,After,10,Shallow,3,Warm Water Corals,11
2009,North,29°N,Before,89,Deep,1,Warm Water Corals,1
2023,South,27°N,After,85,Shallow,4,Warm Water Corals,17
2023,North,29°N,After,35,Deep,1,Warm Water Corals,1
2009,South,28°N,After,87,Shallow,1,Warm Water Corals,26
2023,South,24°N,Before,22,Shallow,1,Warm Water Corals,1
2023,South,27°N,After,74,Deep,4,Warm Water Corals,1
2023,North,29°N,After,13,Shallow,1,Warm Water Corals,8
2009,South,24°N,After,22,Deep,1,Warm Water Corals,2
2009,South,28°N,After,87,Shallow,6,Warm Water Corals,5
2023,South,26°N,After,34,Shallow,3,Warm Water Corals,2
2009,South,24°N,After,22,Deep,1,Warm Water Corals,1
2023,South,25°N,Before,69,Shallow,4,Warm Water Corals,6
2009,South,24°N,After,36,Shallow,7,Warm Water Corals,1
2023,South,24°N,Before,43,Shallow,3,Warm Water Corals,5
2023,North,29°N,After,10,Shallow,4,Warm Water Corals,4
2023,South,26°N,After,49,Shallow,1,Warm Water Corals,1
2010,South,27°N,Before,57,Shallow,4,Warm Water Corals,2
2009,South,25°N,Before,81,Deep,1,Warm Water Corals,1
2023,South,27°N,After,86,Shallow,3,Warm Water Corals,1
2023,South,25°N,Before,40,Shallow,1,Warm Water Corals,16
2023,South,27°N,After,85,Shallow,4,Warm Water Corals,17
2009,South,24°N,After,38,Shallow,8,Warm Water Corals,16
2023,South,27°N,After,70,Shallow,4,Warm Water Corals,12
2010,North,29°N,Before,26,Shallow,4,Warm Water Corals,3
2023,South,26°N,After,20,Shallow,4,Warm Water Corals,3
2023,South,26°N,After,27,Deep,3,Warm Water Corals,3
2010,North,29°N,Before,30,Shallow,3,Warm Water Corals,6
2009,North,30°N,Before,8,Deep,2,Warm Water Corals,1
2023,South,27°N,After,74,Shallow,2,Warm Water Corals,7
2010,North,29°N,Before,63,Deep,4,Warm Water Corals,2
2009,South,24°N,After,38,Shallow,2,Warm Water Corals,1
2009,South,24°N,After,44,Shallow,2,Warm Water Corals,1
2009,South,28°N,After,9,Deep,4,Warm Water Corals,1
2009,South,26°N,Before,21,Shallow,7,Warm Water Corals,2
2010,North,29°N,Before,26,Shallow,4,Warm Water Corals,6
2009,North,29°N,Before,88,Shallow,3,Warm Water Corals,1
2009,South,26°N,Before,14,Shallow,3,Warm Water Corals,12
2010,South,27°N,Before,85,Shallow,2,Warm Water Corals,2
2009,South,24°N,After,22,Deep,7,Warm Water Corals,1
2023,South,26°N,After,16,Shallow,3,Warm Water Corals,3
2023,South,25°N,Before,68,Shallow,4,Warm Water Corals,17
2009,South,25°N,After,40,Shallow,8,Warm Water Corals,3
2023,South,24°N,Before,44,Shallow,3,Warm Water Corals,12
2009,North,29°N,Before,66,Shallow,6,Warm Water Corals,1
2010,North,29°N,Before,26,Deep,3,Warm Water Corals,2
2023,South,27°N,After,70,Shallow,3,Warm Water Corals,1
2010,North,29°N,Before,30,Shallow,2,Warm Water Corals,10
2010,North,29°N,Before,25,Shallow,4,Warm Water Corals,1
2010,South,26°N,Before,34,Shallow,4,Warm Water Corals,10
2023,North,29°N,After,3,Shallow,4,Warm Water Corals,15
2023,South,26°N,After,27,Deep,3,Warm Water Corals,2
2010,South,26°N,Before,49,Shallow,1,Warm Water Corals,4
2023,North,29°N,After,89,Deep,4,Warm Water Corals,1
2010,North,29°N,Before,11,Shallow,2,Warm Water Corals,1
2010,South,28°N,After,9,Shallow,2,Warm Water Corals,15
2023,North,29°N,After,10,Shallow,4,Warm Water Corals,2
2023,South,27°N,After,74,Deep,2,Warm Water Corals,1
2023,South,25°N,After,61,Deep,3,Warm Water Corals,1
2010,South,25°N,After,81,Shallow,2,Warm Water Corals,1
2010,North,29°N,Before,89,Shallow,1,Warm Water Corals,1
2023,South,26°N,After,17,Shallow,3,Warm Water Corals,3
2023,South,26°N,After,17,Shallow,3,Warm Water Corals,1
2009,South,26°N,Before,33,Shallow,7,Warm Water Corals,4
2009,North,29°N,Before,89,Shallow,2,Warm Water Corals,1
2023,South,27°N,After,74,Deep,4,Warm Water Corals,21
2010,South,26°N,Before,17,Shallow,2,Warm Water Corals,14
2009,South,24°N,After,22,Deep,4,Warm Water Corals,1
2023,South,26°N,After,19,Deep,2,Warm Water Corals,15
2010,South,26°N,Before,49,Shallow,2,Warm Water Corals,2
2009,South,25°N,After,41,Shallow,4,Warm Water Corals,15
2009,South,24°N,After,38,Shallow,2,Warm Water Corals,1
2010,South,24°N,After,37,Shallow,1,Warm Water Corals,2
2023,North,29°N,After,59,Deep,1,Warm Water Corals,1
2009,South,26°N,Before,16,Shallow,4,Warm Water Corals,2
2010,North,29°N,Before,25,Shallow,1,Warm Water Corals,9
2010,South,25°N,After,81,Shallow,1,Warm Water Corals,4
2009,North,29°N,Before,5,Shallow,1,Warm Water Corals,1
2010,North,29°N,Before,25,Shallow,3,Warm Water Corals,3
2023,South,27°N,After,74,Deep,3,Warm Water Corals,5
2023,South,26°N,After,84,Deep,1,Warm Water Corals,6
2023,South,25°N,After,64,Deep,2,Warm Water Corals,6
2009,South,25°N,Before,40,Deep,4,Warm Water Corals,1
2009,South,26°N,Before,21,Shallow,2,Warm Water Corals,10
2009,South,26°N,Before,21,Shallow,3,Warm Water Corals,7
2023,South,27°N,After,85,Shallow,4,Warm Water Corals,31
2010,North,29°N,Before,26,Shallow,4,Warm Water Corals,11
2023,South,25°N,Before,12,Shallow,3,Warm Water Corals,4
2010,North,29°N,Before,67,Deep,2,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,4,Warm Water Corals,1
2023,South,27°N,After,85,Shallow,1,Warm Water Corals,15
2010,North,29°N,Before,30,Shallow,4,Warm Water Corals,10
2023,North,29°N,After,26,Shallow,2,Warm Water Corals,27
2010,North,29°N,Before,30,Shallow,4,Warm Water Corals,2
2009,South,27°N,Before,85,Shallow,4,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,5,Warm Water Corals,4
2010,North,29°N,Before,13,Shallow,2,Warm Water Corals,15
2009,North,29°N,Before,66,Shallow,6,Warm Water Corals,1
2010,South,26°N,Before,34,Shallow,3,Warm Water Corals,44
2010,North,29°N,Before,56,Shallow,2,Warm Water Corals,1
2009,North,29°N,Before,25,Shallow,4,Warm Water Corals,5
2023,South,25°N,Before,61,Shallow,1,Warm Water Corals,8
2023,South,26°N,After,15,Shallow,4,Warm Water Corals,32
2023,South,26°N,After,28,Shallow,4,Warm Water Corals,2
2009,South,25°N,Before,81,Deep,8,Warm Water Corals,1
2010,North,29°N,Before,25,Deep,4,Warm Water Corals,1
2023,South,25°N,Before,55,Shallow,3,Warm Water Corals,5
2009,South,25°N,After,65,Shallow,4,Warm Water Corals,31
2023,North,29°N,After,10,Shallow,4,Warm Water Corals,5
2009,North,29°N,Before,13,Shallow,5,Warm Water Corals,2
2009,South,26°N,Before,16,Shallow,4,Warm Water Corals,9
2009,South,25°N,Before,81,Deep,1,Warm Water Corals,5
2023,South,27°N,After,86,Shallow,3,Warm Water Corals,3
2023,North,29°N,After,3,Shallow,3,Warm Water Corals,4
2023,North,29°N,After,89,Shallow,4,Warm Water Corals,1
2023,North,29°N,After,35,Deep,3,Warm Water Corals,1
2023,North,29°N,After,35,Deep,3,Warm Water Corals,1
2010,North,29°N,Before,67,Deep,1,Warm Water Corals,5
2023,South,27°N,After,70,Shallow,3,Warm Water Corals,5
2009,North,29°N,Before,63,Shallow,3,Warm Water Corals,1
2009,South,26°N,Before,31,Shallow,7,Warm Water Corals,11
2023,South,26°N,After,62,Shallow,3,Warm Water Corals,2
2023,South,25°N,Before,12,Shallow,3,Warm Water Corals,2
2010,South,26°N,Before,50,Shallow,3,Warm Water Corals,6
2023,South,25°N,Before,12,Shallow,3,Warm Water Corals,15
2023,South,25°N,Before,53,Shallow,4,Warm Water Corals,5
2023,South,26°N,After,19,Deep,2,Warm Water Corals,3
2023,North,29°N,After,26,Deep,3,Warm Water Corals,21
2023,South,27°N,After,85,Shallow,1,Warm Water Corals,10
2023,South,25°N,After,69,Deep,2,Warm Water Corals,42
2009,South,24°N,After,38,Shallow,2,Warm Water Corals,1
2023,South,26°N,After,83,Shallow,4,Warm Water Corals,40
2009,South,24°N,After,23,Shallow,2,Warm Water Corals,69
2010,South,26°N,Before,33,Shallow,2,Warm Water Corals,1
2009,South,26°N,Before,18,Shallow,4,Warm Water Corals,140
2010,North,29°N,Before,25,Shallow,1,Warm Water Corals,4
2010,South,28°N,After,9,Shallow,1,Warm Water Corals,12
2009,North,29°N,Before,66,Shallow,3,Warm Water Corals,9
2010,South,26°N,Before,33,Shallow,5,Warm Water Corals,5
2010,North,29°N,Before,30,Shallow,3,Warm Water Corals,3
2009,South,26°N,Before,17,Shallow,3,Warm Water Corals,8
2023,South,25°N,Before,69,Shallow,4,Warm Water Corals,2
2010,North,29°N,Before,30,Deep,1,Warm Water Corals,1
2010,North,29°N,Before,30,Shallow,4,Warm Water Corals,1
2023,South,25°N,Before,55,Shallow,1,Warm Water Corals,45
2009,North,29°N,Before,13,Shallow,5,Warm Water Corals,1
2023,South,27°N,After,86,Shallow,3,Warm Water Corals,2
2009,South,25°N,Before,40,Deep,3,Warm Water Corals,3
2009,South,25°N,After,81,Shallow,8,Warm Water Corals,19
2009,North,29°N,Before,6,Shallow,4,Warm Water Corals,2
2009,North,29°N,Before,63,Shallow,3,Warm Water Corals,3
2010,South,25°N,After,42,Shallow,3,Warm Water Corals,2
2009,South,28°N,After,9,Deep,4,Warm Water Corals,1
2009,South,24°N,After,38,Shallow,8,Warm Water Corals,4
2010,South,25°N,After,41,Shallow,4,Warm Water Corals,152
2010,North,29°N,Before,5,Shallow,1,Warm Water Corals,1
2010,North,29°N,Before,5,Shallow,1,Warm Water Corals,3
2023,South,25°N,After,53,Deep,3,Warm Water Corals,3
2009,South,26°N,Before,21,Shallow,3,Warm Water Corals,8
2023,South,27°N,After,74,Shallow,2,Warm Water Corals,8
2009,South,25°N,After,41,Shallow,4,Warm Water Corals,43
2010,South,28°N,After,9,Shallow,2,Warm Water Corals,6
2009,North,30°N,Before,8,Shallow,3,Warm Water Corals,1
2010,South,26°N,Before,14,Shallow,2,Warm Water Corals,1
2023,North,30°N,After,7,Deep,3,Warm Water Corals,1
2009,South,28°N,After,9,Deep,3,Warm Water Corals,1
2009,South,24°N,After,23,Deep,5,Warm Water Corals,30
2009,South,25°N,After,40,Shallow,4,Warm Water Corals,37
2023,South,27°N,After,74,Shallow,4,Warm Water Corals,10
2023,South,26°N,After,62,Shallow,3,Warm Water Corals,14
2023,South,27°N,After,74,Shallow,4,Warm Water Corals,3
2009,South,28°N,After,87,Shallow,6,Warm Water Corals,1
2009,South,24°N,After,22,Deep,4,Warm Water Corals,3
2009,South,24°N,After,23,Shallow,1,Warm Water Corals,18
2009,South,26°N,Before,18,Deep,4,Warm Water Corals,1
2010,South,27°N,Before,47,Shallow,4,Warm Water Corals,6
2009,South,25°N,After,72,Shallow,7,Warm Water Corals,4
2010,South,25°N,Before,54,Deep,2,Warm Water Corals,1
2009,South,26°N,Before,16,Shallow,3,Warm Water Corals,10
2009,South,26°N,Before,16,Shallow,4,Warm Water Corals,4
2009,South,26°N,Before,16,Shallow,4,Warm Water Corals,1
2010,North,29°N,Before,13,Deep,2,Warm Water Corals,1
2009,South,25°N,After,54,Shallow,4,Warm Water Corals,1
2023,South,26°N,After,19,Shallow,1,Warm Water Corals,2
2009,South,26°N,Before,18,Deep,8,Warm Water Corals,1
2009,South,26°N,Before,18,Deep,8,Warm Water Corals,1
2010,North,29°N,Before,30,Shallow,2,Warm Water Corals,5
2009,South,26°N,Before,16,Shallow,6,Warm Water Corals,55
2009,South,26°N,Before,18,Shallow,1,Warm Water Corals,30
2009,South,26°N,Before,18,Shallow,1,Warm Water Corals,13
2009,South,26°N,Before,18,Shallow,1,Warm Water Corals,4
2023,South,26°N,After,82,Deep,2,Warm Water Corals,6
2023,South,26°N,After,82,Deep,2,Warm Water Corals,11
2023,South,26°N,After,82,Deep,2,Warm Water Corals,7
2023,South,25°N,After,81,Deep,3,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,4,Warm Water Corals,1
2010,South,26°N,Before,27,Shallow,2,Warm Water Corals,3
2010,South,26°N,Before,32,Shallow,2,Warm Water Corals,12
2023,South,26°N,After,82,Deep,3,Warm Water Corals,2
2023,North,30°N,After,7,Shallow,2,Warm Water Corals,3
2009,North,29°N,Before,66,Shallow,6,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,6,Warm Water Corals,1
2009,North,29°N,Before,6,Shallow,1,Warm Water Corals,1
2010,North,29°N,Before,67,Deep,3,Warm Water Corals,1
2009,South,25°N,After,81,Shallow,7,Warm Water Corals,2
2010,North,29°N,Before,67,Deep,3,Warm Water Corals,2
2010,North,30°N,Before,7,Deep,1,Warm Water Corals,1
2009,South,25°N,Before,52,Deep,4,Warm Water Corals,5
2010,North,29°N,Before,63,Shallow,1,Warm Water Corals,5
2010,South,28°N,After,9,Shallow,1,Warm Water Corals,1
2010,South,28°N,After,9,Shallow,1,Warm Water Corals,1
2009,North,29°N,Before,89,Deep,1,Warm Water Corals,2
2023,North,29°N,After,10,Shallow,1,Warm Water Corals,10
2023,South,26°N,After,28,Shallow,3,Warm Water Corals,19
2023,South,26°N,After,28,Shallow,4,Warm Water Corals,7
2010,North,29°N,Before,26,Deep,1,Warm Water Corals,5
2009,South,24°N,After,43,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,53,Deep,3,Warm Water Corals,3
2009,North,29°N,Before,89,Deep,2,Warm Water Corals,5
2023,South,24°N,Before,22,Deep,3,Warm Water Corals,1
2023,South,27°N,After,74,Shallow,2,Warm Water Corals,18
2023,North,29°N,After,89,Shallow,1,Warm Water Corals,1
2023,South,26°N,After,21,Shallow,3,Warm Water Corals,1
2023,South,25°N,After,12,Deep,3,Warm Water Corals,15
2010,North,29°N,Before,67,Shallow,1,Warm Water Corals,7
2009,South,24°N,After,44,Shallow,2,Warm Water Corals,5
2009,South,25°N,After,41,Shallow,6,Warm Water Corals,1
2023,South,25°N,After,12,Deep,4,Warm Water Corals,2
2009,South,26°N,Before,49,Shallow,3,Warm Water Corals,3
2009,North,29°N,Before,89,Shallow,2,Warm Water Corals,1
2009,North,29°N,Before,89,Shallow,2,Warm Water Corals,1
2009,South,24°N,After,36,Shallow,1,Warm Water Corals,5
2009,South,25°N,After,41,Shallow,8,Warm Water Corals,5
2010,South,26°N,Before,50,Shallow,3,Warm Water Corals,1
2023,South,26°N,After,48,Shallow,2,Warm Water Corals,7
2010,North,29°N,Before,67,Shallow,3,Warm Water Corals,1
2009,North,30°N,Before,8,Shallow,6,Warm Water Corals,1
2009,North,30°N,Before,8,Shallow,6,Warm Water Corals,1
2010,North,29°N,Before,67,Shallow,4,Warm Water Corals,6
2023,South,26°N,After,31,Shallow,3,Warm Water Corals,2
2023,North,30°N,After,7,Deep,3,Warm Water Corals,1
2009,South,27°N,Before,74,Shallow,2,Warm Water Corals,6
2010,South,26°N,Before,34,Deep,4,Warm Water Corals,3
2010,South,25°N,Before,42,Deep,1,Warm Water Corals,3
2010,South,26°N,Before,33,Shallow,4,Warm Water Corals,1
2009,South,26°N,Before,32,Shallow,1,Warm Water Corals,11
2009,North,29°N,Before,63,Deep,4,Warm Water Corals,5
2010,North,29°N,Before,26,Shallow,4,Warm Water Corals,2
2010,North,29°N,Before,89,Deep,3,Warm Water Corals,3
2023,South,26°N,After,16,Shallow,2,Warm Water Corals,2
2023,South,26°N,After,16,Shallow,2,Warm Water Corals,8
2023,South,26°N,After,16,Shallow,2,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,5,Warm Water Corals,1
2009,South,26°N,Before,18,Shallow,3,Warm Water Corals,72
2010,North,29°N,Before,13,Shallow,2,Warm Water Corals,13
2009,South,26°N,Before,50,Deep,4,Warm Water Corals,1
2009,North,29°N,Before,13,Shallow,5,Warm Water Corals,1
2010,South,26°N,Before,34,Shallow,3,Warm Water Corals,11
2023,South,25°N,After,61,Deep,3,Warm Water Corals,1
2023,South,25°N,Before,81,Shallow,2,Warm Water Corals,1
2010,South,25°N,After,54,Shallow,4,Warm Water Corals,17
2009,South,26°N,Before,17,Shallow,7,Warm Water Corals,3
2023,South,27°N,After,74,Deep,3,Warm Water Corals,2
2023,South,27°N,After,74,Deep,3,Warm Water Corals,22
2009,North,29°N,Before,6,Shallow,6,Warm Water Corals,1
2023,North,29°N,After,25,Shallow,4,Warm Water Corals,15
2023,North,29°N,After,25,Shallow,4,Warm Water Corals,18
2023,North,29°N,After,13,Shallow,1,Warm Water Corals,8
2023,South,25°N,Before,55,Shallow,3,Warm Water Corals,7
2009,North,29°N,Before,63,Shallow,5,Warm Water Corals,1
2009,South,25°N,After,65,Shallow,8,Warm Water Corals,9
2010,South,27°N,Before,57,Shallow,1,Warm Water Corals,9
2009,North,29°N,Before,25,Shallow,1,Warm Water Corals,2
2023,South,26°N,After,32,Shallow,3,Warm Water Corals,11
2009,South,25°N,After,41,Shallow,6,Warm Water Corals,1
2010,North,29°N,Before,89,Shallow,4,Warm Water Corals,1
2009,South,26°N,Before,31,Shallow,7,Warm Water Corals,2
2009,South,26°N,Before,50,Shallow,3,Warm Water Corals,3
2009,South,24°N,After,23,Deep,8,Warm Water Corals,20
2023,North,29°N,After,4,Shallow,1,Warm Water Corals,2
2023,North,29°N,After,4,Shallow,1,Warm Water Corals,1
2009,South,28°N,After,9,Deep,2,Warm Water Corals,1
2009,South,24°N,After,38,Shallow,1,Warm Water Corals,25
2009,South,28°N,After,9,Deep,2,Warm Water Corals,1
2010,South,26°N,Before,33,Shallow,1,Warm Water Corals,2
2023,North,29°N,After,4,Shallow,2,Warm Water Corals,1
2023,South,27°N,After,57,Shallow,4,Warm Water Corals,3
2010,South,26°N,Before,33,Shallow,2,Warm Water Corals,1
2023,South,25°N,Before,58,Shallow,3,Warm Water Corals,2
2009,South,24°N,After,23,Shallow,7,Warm Water Corals,20
2009,North,30°N,Before,7,Shallow,1,Warm Water Corals,1
2010,North,29°N,Before,89,Deep,4,Warm Water Corals,4
2023,North,30°N,After,7,Shallow,2,Warm Water Corals,1
2010,South,26°N,Before,15,Shallow,2,Warm Water Corals,2
2009,South,25°N,Before,40,Deep,3,Warm Water Corals,1
2023,South,25°N,Before,81,Shallow,3,Warm Water Corals,9
2023,South,25°N,Before,81,Shallow,3,Warm Water Corals,2
2009,South,26°N,Before,32,Shallow,8,Warm Water Corals,2
2023,North,30°N,After,7,Shallow,3,Warm Water Corals,7
2023,South,27°N,After,70,Shallow,3,Warm Water Corals,7
2023,South,26°N,After,49,Shallow,4,Warm Water Corals,6
2023,North,30°N,After,7,Shallow,4,Warm Water Corals,6
2023,South,27°N,After,74,Deep,4,Warm Water Corals,7
2023,South,27°N,After,74,Deep,4,Warm Water Corals,19
2009,South,25°N,After,41,Shallow,3,Warm Water Corals,48
2023,South,27°N,After,70,Shallow,4,Warm Water Corals,5
2023,South,27°N,After,74,Shallow,2,Warm Water Corals,23
2023,South,27°N,After,74,Shallow,2,Warm Water Corals,42
2009,North,29°N,Before,56,Shallow,6,Warm Water Corals,1
2009,North,29°N,Before,88,Shallow,4,Warm Water Corals,9
2009,South,28°N,After,87,Shallow,3,Warm Water Corals,1
2009,South,26°N,Before,18,Deep,2,Warm Water Corals,8
2009,South,26°N,Before,33,Shallow,7,Warm Water Corals,1
2009,South,28°N,After,87,Shallow,5,Warm Water Corals,1
2009,South,28°N,After,87,Shallow,5,Warm Water Corals,1
2023,South,26°N,After,19,Deep,1,Warm Water Corals,50
2023,South,27°N,After,74,Shallow,4,Warm Water Corals,15
2023,South,26°N,After,27,Deep,3,Warm Water Corals,1
2009,South,26°N,Before,27,Shallow,7,Warm Water Corals,1
2023,South,25°N,Before,65,Shallow,1,Warm Water Corals,11
2010,South,25°N,Before,54,Deep,2,Warm Water Corals,9
2010,South,25°N,Before,54,Deep,2,Warm Water Corals,1
2009,South,26°N,Before,16,Shallow,3,Warm Water Corals,6
2009,North,29°N,Before,66,Shallow,1,Warm Water Corals,4
2010,South,26°N,Before,49,Shallow,3,Warm Water Corals,1
2010,North,29°N,Before,30,Shallow,1,Warm Water Corals,4
2009,South,25°N,Before,42,Deep,3,Warm Water Corals,6
2009,South,26°N,Before,16,Shallow,4,Warm Water Corals,1
2009,South,26°N,Before,16,Shallow,4,Warm Water Corals,1
2010,North,30°N,Before,7,Shallow,2,Warm Water Corals,5
2023,South,26°N,After,19,Deep,4,Warm Water Corals,12
2023,South,26°N,After,27,Shallow,1,Warm Water Corals,2
2009,South,24°N,After,44,Shallow,6,Warm Water Corals,2
2023,North,29°N,After,35,Shallow,4,Warm Water Corals,11
2009,South,26°N,Before,18,Deep,8,Warm Water Corals,1
2010,South,28°N,After,9,Deep,3,Warm Water Corals,1
2023,South,26°N,After,82,Deep,1,Warm Water Corals,3
2010,North,29°N,Before,26,Shallow,4,Warm Water Corals,5
2023,South,25°N,After,64,Deep,3,Warm Water Corals,3
2010,South,25°N,After,54,Shallow,1,Warm Water Corals,19
2023,North,29°N,After,6,Shallow,1,Warm Water Corals,1
2023,South,25°N,After,81,Deep,3,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,4,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,4,Warm Water Corals,1
2009,North,29°N,Before,66,Shallow,4,Warm Water Corals,2
2009,North,29°N,Before,66,Shallow,4,Warm Water Corals,4
2023,South,26°N,After,82,Deep,3,Warm Water Corals,1
2010,South,28°N,After,9,Deep,4,Warm Water Corals,1
2023,North,30°N,After,7,Shallow,2,Warm Water Corals,6
2009,North,29°N,Before,66,Shallow,5,Warm Water Corals,3
2023,North,29°N,After,6,Shallow,2,Warm Water Corals,4
